user_id,education_level,field_of_study,analytical_score,creative_score,social_score,linguistic_score,hands_on_score,simulation_id,simulation_categoria,simulation_nivel_dificultad,simulation_duracion_horas,simulation_industria,label,engagement_probability,source_dataset,sample_type,education_level_encoded,field_of_study_encoded,simulation_categoria_encoded,simulation_nivel_dificultad_encoded,simulation_industria_encoded
cp_2320,Master's,Computer Science,88,27,49,68,68,sim_software_engineer,STEM,Expert,20.0,Technology,0,0.1875977969678615,career_paths,negative,2,3,7,2,7
cp_2320,Master's,Computer Science,88,27,49,68,68,sim_sales_assistant,Other,Beginner,4.1,General,0,0.2783446746478121,career_paths,negative,2,3,6,1,4
cp_2322,Bachelor's,Computer Science,94,31,33,45,89,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.652,career_paths,positive,0,3,7,2,7
cp_2322,Bachelor's,Computer Science,94,31,33,45,89,sim_medical,Health,Upper-Intermediate,10.6,Healthcare,0,0.34294810009454174,career_paths,negative,0,3,4,4,5
cp_2322,Bachelor's,Computer Science,94,31,33,45,89,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,0,0.11809997654752695,career_paths,negative,0,3,3,0,3
cp_2323,High School,Computer Science,76,45,58,46,77,sim_software_engineer,STEM,Expert,20.0,Technology,0,0.49099999999999994,career_paths,positive,1,3,7,2,7
cp_2323,High School,Computer Science,76,45,58,46,77,sim_lawyer,Legal,Expert,16.6,Legal Services,0,0.1748826855639433,career_paths,negative,1,3,5,2,6
cp_2323,High School,Computer Science,76,45,58,46,77,sim_fashion_designer,Design,Beginner,5.0,Creative & Design,0,0.2128629287139163,career_paths,negative,1,3,1,1,1
cp_2325,Bachelor's,Computer Science,87,42,55,66,62,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.616,career_paths,positive,0,3,3,1,3
cp_2325,Bachelor's,Computer Science,87,42,55,66,62,sim_embedded_systems_engineer,STEM,Upper-Intermediate,9.3,Technology,0,0.1550131463764499,career_paths,negative,0,3,7,4,7
cp_2325,Bachelor's,Computer Science,87,42,55,66,62,sim_nlp_engineer,STEM,Advanced,13.3,Technology,0,0.26358762925190476,career_paths,negative,0,3,7,0,7
cp_2326,High School,Engineering,56,64,70,82,70,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,0,0.45499999999999996,career_paths,positive,1,6,2,3,2
cp_2326,High School,Engineering,56,64,70,82,70,sim_clerk,Finance,Beginner,3.7,Finance & Banking,0,0.24340074380749313,career_paths,negative,1,6,3,1,3
cp_2326,High School,Engineering,56,64,70,82,70,sim_physical_therapist,Health,Expert,16.7,Healthcare,0,0.19494869261534797,career_paths,negative,1,6,4,2,5
cp_2327,Bachelor's,Computer Science,92,26,55,61,58,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.581,career_paths,positive,0,3,3,1,3
cp_2327,Bachelor's,Computer Science,92,26,55,61,58,sim_cybersecurity_analyst,STEM,Lower-Intermediate,5.2,Technology,0,0.25506606607610705,career_paths,negative,0,3,7,3,7
cp_2327,Bachelor's,Computer Science,92,26,55,61,58,sim_sales_assistant,Other,Beginner,4.1,General,0,0.2067464693053342,career_paths,negative,0,3,6,1,4
cp_2328,PhD,Engineering,72,50,59,43,85,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.597,career_paths,positive,3,6,7,2,7
cp_2328,PhD,Engineering,72,50,59,43,85,sim_ux_designer,Design,Beginner,3.5,Creative & Design,0,0.20295822024018723,career_paths,negative,3,6,1,1,1
cp_2328,PhD,Engineering,72,50,59,43,85,sim_physician,Health,Beginner,4.2,Healthcare,0,0.17961865760709778,career_paths,negative,3,6,4,1,5
cp_2329,Master's,Business,41,47,49,55,50,sim_data_entry_operator,Other,Beginner,3.1,General,1,0.567,career_paths,positive,2,1,6,1,4
cp_2329,Master's,Business,41,47,49,55,50,sim_pharmacist,Health,Advanced,13.0,Healthcare,0,0.2621313802943165,career_paths,negative,2,1,4,0,5
cp_2329,Master's,Business,41,47,49,55,50,sim_internal_auditor,Finance,Advanced,16.0,Finance & Banking,0,0.23323461833569809,career_paths,negative,2,1,3,0,3
cp_2330,Master's,Engineering,92,38,47,64,66,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.5057142857142857,career_paths,positive,2,6,3,0,3
cp_2330,Master's,Engineering,92,38,47,64,66,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.15889743523816713,career_paths,negative,2,6,4,2,5
cp_2330,Master's,Engineering,92,38,47,64,66,sim_biostatistician,Other,Beginner,3.7,General,0,0.10388987826945977,career_paths,negative,2,6,6,1,4
cp_2331,Bachelor's,Business,70,62,70,83,62,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.6869999999999999,career_paths,positive,0,1,0,4,0
cp_2331,Bachelor's,Business,70,62,70,83,62,sim_cybersecurity_analyst,STEM,Lower-Intermediate,5.2,Technology,0,0.14527886218387584,career_paths,negative,0,1,7,3,7
cp_2331,Bachelor's,Business,70,62,70,83,62,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.11285038044956178,career_paths,negative,0,1,2,4,2
cp_2332,Master's,Engineering,77,31,54,70,65,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.619,career_paths,positive,2,6,3,0,3
cp_2332,Master's,Engineering,77,31,54,70,65,sim_project_manager,Business,Advanced,12.6,Business & Management,0,0.22947965009152965,career_paths,negative,2,6,0,0,0
cp_2332,Master's,Engineering,77,31,54,70,65,sim_software_developer,STEM,Advanced,14.2,Technology,0,0.1675290561737075,career_paths,negative,2,6,7,0,7
cp_2333,Master's,Engineering,90,32,46,55,51,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.6124285714285713,career_paths,positive,2,6,3,0,3
cp_2333,Master's,Engineering,90,32,46,55,51,sim_data_analyst,STEM,Lower-Intermediate,5.1,Technology,0,0.2261365997574174,career_paths,negative,2,6,7,3,7
cp_2333,Master's,Engineering,90,32,46,55,51,sim_cybersecurity_specialist,Other,Advanced,12.3,General,0,0.19883496201100267,career_paths,negative,2,6,6,0,4
cp_2334,High School,Finance,57,66,84,83,51,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.637,career_paths,positive,1,7,2,3,2
cp_2334,High School,Finance,57,66,84,83,51,sim_business_manager,Business,Advanced,15.9,Business & Management,0,0.26140444320597006,career_paths,negative,1,7,0,0,0
cp_2334,High School,Finance,57,66,84,83,51,sim_marketing_executive,Business,Expert,18.4,Business & Management,0,0.3171600486365803,career_paths,negative,1,7,0,2,0
cp_2335,Bachelor's,Psychology,66,49,75,88,63,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.851,career_paths,positive,0,11,0,2,0
cp_2335,Bachelor's,Psychology,66,49,75,88,63,"sim_middle,_higher_school_teacher_and_professors",Education,Lower-Intermediate,5.0,Education,0,0.24379418144015694,career_paths,negative,0,11,2,3,2
cp_2335,Bachelor's,Psychology,66,49,75,88,63,sim_financial_advisor,Finance,Upper-Intermediate,10.5,Finance & Banking,0,0.11859041828173927,career_paths,negative,0,11,3,4,3
cp_2336,High School,Finance,81,26,55,61,64,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.5984285714285714,career_paths,positive,1,7,3,0,3
cp_2336,High School,Finance,81,26,55,61,64,sim_lawyer,Legal,Expert,16.6,Legal Services,0,0.1052531444244724,career_paths,negative,1,7,5,2,6
cp_2336,High School,Finance,81,26,55,61,64,sim_graphic_designer,Design,Upper-Intermediate,9.6,Creative & Design,0,0.16396934988326176,career_paths,negative,1,7,1,4,1
cp_2337,Bachelor's,Commerce,75,37,45,62,67,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.5398571428571428,career_paths,positive,0,2,3,0,3
cp_2337,Bachelor's,Commerce,75,37,45,62,67,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.22749025336625614,career_paths,negative,0,2,4,2,5
cp_2337,Bachelor's,Commerce,75,37,45,62,67,sim_data_scientist,STEM,Upper-Intermediate,9.9,Technology,0,0.1134715085881802,career_paths,negative,0,2,7,4,7
cp_2338,PhD,Arts,52,45,79,82,44,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.751,career_paths,positive,3,0,0,2,0
cp_2338,PhD,Arts,52,45,79,82,44,sim_physical_therapist,Health,Expert,16.7,Healthcare,0,0.19832014145196672,career_paths,negative,3,0,4,2,5
cp_2338,PhD,Arts,52,45,79,82,44,sim_language_teacher,Education,Lower-Intermediate,6.6,Education,0,0.3661077123685458,career_paths,negative,3,0,2,3,2
cp_2339,High School,Commerce,52,44,58,60,57,sim_sales_assistant,Other,Beginner,4.1,General,0,0.476,career_paths,positive,1,2,6,1,4
cp_2339,High School,Commerce,52,44,58,60,57,sim_automation_engineer,STEM,Advanced,12.9,Technology,0,0.12700570655565083,career_paths,negative,1,2,7,0,7
cp_2339,High School,Commerce,52,44,58,60,57,sim_physician,Health,Beginner,4.2,Healthcare,0,0.38455495293087216,career_paths,negative,1,2,4,1,5
cp_2340,Bachelor's,Business,60,49,47,54,60,sim_sales_assistant,Other,Beginner,4.1,General,1,0.5389999999999999,career_paths,positive,0,1,6,1,4
cp_2340,Bachelor's,Business,60,49,47,54,60,sim_chief_financial_officer,Finance,Upper-Intermediate,10.7,Finance & Banking,0,0.35700153265273593,career_paths,negative,0,1,3,4,3
cp_2340,Bachelor's,Business,60,49,47,54,60,sim_professor,Education,Lower-Intermediate,5.1,Education,0,0.3495343468040617,career_paths,negative,0,1,2,3,2
cp_2341,PhD,Science,74,64,89,73,41,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.6839999999999999,career_paths,positive,3,12,0,4,0
cp_2341,PhD,Science,74,64,89,73,41,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,0,0.3590975532628873,career_paths,negative,3,12,3,0,3
cp_2341,PhD,Science,74,64,89,73,41,sim_economist,Finance,Expert,19.8,Finance & Banking,0,0.12401507957589494,career_paths,negative,3,12,3,2,3
cp_2342,PhD,Business,50,57,76,84,55,sim_professor,Education,Lower-Intermediate,5.1,Education,1,0.6749999999999999,career_paths,positive,3,1,2,3,2
cp_2342,PhD,Business,50,57,76,84,55,sim_automation_engineer,STEM,Advanced,12.9,Technology,0,0.14535042819360905,career_paths,negative,3,1,7,0,7
cp_2342,PhD,Business,50,57,76,84,55,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.14031172796832467,career_paths,negative,3,1,7,2,7
cp_2343,High School,Business,60,56,86,87,50,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,0,0.434,career_paths,positive,1,1,2,3,2
cp_2343,High School,Business,60,56,86,87,50,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,0,0.1333725432254128,career_paths,negative,1,1,3,0,3
cp_2343,High School,Business,60,56,86,87,50,sim_consultant,Business,Upper-Intermediate,12.0,Business & Management,0,0.1983133658596688,career_paths,negative,1,1,0,4,0
cp_2344,Bachelor's,Business,80,29,52,67,61,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.518,career_paths,positive,0,1,3,1,3
cp_2344,Bachelor's,Business,80,29,52,67,61,sim_ai_researcher,STEM,Advanced,15.0,Technology,0,0.3490650648851582,career_paths,negative,0,1,7,0,7
cp_2344,Bachelor's,Business,80,29,52,67,61,sim_research_analyst,STEM,Advanced,14.2,Technology,0,0.17558864308936878,career_paths,negative,0,1,7,0,7
cp_2345,Bachelor's,Engineering,81,39,42,65,50,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.651,career_paths,positive,0,6,3,0,3
cp_2345,Bachelor's,Engineering,81,39,42,65,50,sim_embedded_systems_engineer,STEM,Upper-Intermediate,9.3,Technology,0,0.17326650369767801,career_paths,negative,0,6,7,4,7
cp_2345,Bachelor's,Engineering,81,39,42,65,50,sim_veterinarian,Other,Beginner,4.6,General,0,0.302766627226184,career_paths,negative,0,6,6,1,4
cp_2346,High School,Commerce,90,36,58,57,61,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.7305714285714285,career_paths,positive,1,2,3,0,3
cp_2346,High School,Commerce,90,36,58,57,61,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.12907753064101515,career_paths,negative,1,2,7,2,7
cp_2346,High School,Commerce,90,36,58,57,61,sim_front-end_developer,STEM,Advanced,13.3,Technology,0,0.20808399770857722,career_paths,negative,1,2,7,0,7
cp_2347,High School,Commerce,89,26,56,56,62,sim_clerk,Finance,Beginner,3.7,Finance & Banking,0,0.427,career_paths,positive,1,2,3,1,3
cp_2347,High School,Commerce,89,26,56,56,62,sim_pharmacist,Health,Advanced,13.0,Healthcare,0,0.1886278920532663,career_paths,negative,1,2,4,0,5
cp_2347,High School,Commerce,89,26,56,56,62,sim_machine_learning_engineer,STEM,Lower-Intermediate,7.2,Technology,0,0.3541902592388264,career_paths,negative,1,2,7,3,7
cp_2348,PhD,Finance,50,50,77,80,49,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.6839999999999999,career_paths,positive,3,7,0,4,0
cp_2348,PhD,Finance,50,50,77,80,49,sim_embedded_systems_engineer,STEM,Upper-Intermediate,9.3,Technology,0,0.25435038328763804,career_paths,negative,3,7,7,4,7
cp_2348,PhD,Finance,50,50,77,80,49,sim_lawyer,Legal,Expert,16.6,Legal Services,0,0.29394206923658234,career_paths,negative,3,7,5,2,6
cp_2349,PhD,Psychology,85,49,46,56,63,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.6529999999999999,career_paths,positive,3,11,7,3,7
cp_2349,PhD,Psychology,85,49,46,56,63,sim_graphic_designer,Design,Upper-Intermediate,9.6,Creative & Design,0,0.13871030146187058,career_paths,negative,3,11,1,4,1
cp_2349,PhD,Psychology,85,49,46,56,63,"sim_middle,_higher_school_teacher_and_professors",Education,Lower-Intermediate,5.0,Education,0,0.37867547816677316,career_paths,negative,3,11,2,3,2
cp_2350,Master's,Computer Science,54,67,78,89,49,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,1,0.712,career_paths,positive,2,3,0,4,0
cp_2350,Master's,Computer Science,54,67,78,89,49,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.19673564623753143,career_paths,negative,2,3,7,2,7
cp_2350,Master's,Computer Science,54,67,78,89,49,sim_sales_assistant,Other,Beginner,4.1,General,0,0.3120516513529485,career_paths,negative,2,3,6,1,4
cp_2352,PhD,Science,57,47,49,49,44,sim_sales_assistant,Other,Beginner,4.1,General,0,0.44099999999999995,career_paths,positive,3,12,6,1,4
cp_2352,PhD,Science,57,47,49,49,44,sim_database_designer,STEM,Advanced,12.3,Technology,0,0.38638785397466313,career_paths,negative,3,12,7,0,7
cp_2352,PhD,Science,57,47,49,49,44,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.2525946584848008,career_paths,negative,3,12,4,2,5
cp_2353,Bachelor's,Commerce,79,47,50,45,62,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.582,career_paths,positive,0,2,7,2,7
cp_2353,Bachelor's,Commerce,79,47,50,45,62,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.2522605776201567,career_paths,negative,0,2,2,4,2
cp_2353,Bachelor's,Commerce,79,47,50,45,62,sim_language_teacher,Education,Lower-Intermediate,6.6,Education,0,0.13517482706753559,career_paths,negative,0,2,2,3,2
cp_2354,Bachelor's,Engineering,82,33,44,51,51,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.6815714285714285,career_paths,positive,0,6,3,0,3
cp_2354,Bachelor's,Engineering,82,33,44,51,51,sim_deep_learning_engineer,STEM,Lower-Intermediate,6.2,Technology,0,0.21708266692693878,career_paths,negative,0,6,7,3,7
cp_2354,Bachelor's,Engineering,82,33,44,51,51,sim_logistics_manager,Business,Beginner,4.0,Business & Management,0,0.3557394816644607,career_paths,negative,0,6,0,1,0
cp_2356,High School,Arts,84,44,40,53,62,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.6667142857142857,career_paths,positive,1,0,3,0,3
cp_2356,High School,Arts,84,44,40,53,62,sim_fashion_designer,Design,Beginner,5.0,Creative & Design,0,0.1405319521296845,career_paths,negative,1,0,1,1,1
cp_2356,High School,Arts,84,44,40,53,62,sim_veterinarian,Other,Beginner,4.6,General,0,0.37525123916819725,career_paths,negative,1,0,6,1,4
cp_2357,High School,Commerce,56,65,79,89,54,sim_professor,Education,Lower-Intermediate,5.1,Education,1,0.752,career_paths,positive,1,2,2,3,2
cp_2357,High School,Commerce,56,65,79,89,54,sim_biostatistician,Other,Beginner,3.7,General,0,0.30019282431599703,career_paths,negative,1,2,6,1,4
cp_2357,High School,Commerce,56,65,79,89,54,sim_physical_therapist,Health,Expert,16.7,Healthcare,0,0.22628795051771156,career_paths,negative,1,2,4,2,5
cp_2358,PhD,Computer Science,61,59,71,83,55,sim_professor,Education,Lower-Intermediate,5.1,Education,1,0.738,career_paths,positive,3,3,2,3,2
cp_2358,PhD,Computer Science,61,59,71,83,55,sim_ai_specialist,Other,Upper-Intermediate,9.4,General,0,0.26394952555769724,career_paths,negative,3,3,6,4,4
cp_2358,PhD,Computer Science,61,59,71,83,55,sim_clerk,Finance,Beginner,3.7,Finance & Banking,0,0.14514898232101028,career_paths,negative,3,3,3,1,3
cp_2359,Master's,Psychology,57,53,58,53,47,sim_data_entry_operator,Other,Beginner,3.1,General,1,0.518,career_paths,positive,2,11,6,1,4
cp_2359,Master's,Psychology,57,53,58,53,47,sim_research_analyst,STEM,Advanced,14.2,Technology,0,0.1652449879413193,career_paths,negative,2,11,7,0,7
cp_2359,Master's,Psychology,57,53,58,53,47,sim_data_scientist,STEM,Upper-Intermediate,9.9,Technology,0,0.18592252812000187,career_paths,negative,2,11,7,4,7
cp_2360,High School,Engineering,61,57,79,91,60,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.637,career_paths,positive,1,6,2,3,2
cp_2360,High School,Engineering,61,57,79,91,60,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.21545383545232438,career_paths,negative,1,6,4,2,5
cp_2360,High School,Engineering,61,57,79,91,60,sim_logistics_manager,Business,Beginner,4.0,Business & Management,0,0.37465659849789545,career_paths,negative,1,6,0,1,0
cp_2361,PhD,Commerce,57,45,77,90,43,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.6769999999999999,career_paths,positive,3,2,0,2,0
cp_2361,PhD,Commerce,57,45,77,90,43,sim_nlp_engineer,STEM,Advanced,13.3,Technology,0,0.21027070748954713,career_paths,negative,3,2,7,0,7
cp_2361,PhD,Commerce,57,45,77,90,43,sim_economist,Finance,Expert,19.8,Finance & Banking,0,0.25715057211586634,career_paths,negative,3,2,3,2,3
cp_2363,Master's,Arts,79,44,42,54,64,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,1,0.5765714285714285,career_paths,positive,2,0,3,0,3
cp_2363,Master's,Arts,79,44,42,54,64,"sim_middle,_higher_school_teacher_and_professors",Education,Lower-Intermediate,5.0,Education,0,0.14860784842535268,career_paths,negative,2,0,2,3,2
cp_2363,Master's,Arts,79,44,42,54,64,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,0,0.32079196031562124,career_paths,negative,2,0,7,3,7
cp_2364,High School,Engineering,88,45,37,52,75,sim_software_engineer,STEM,Expert,20.0,Technology,1,0.744,career_paths,positive,1,6,7,2,7
cp_2364,High School,Engineering,88,45,37,52,75,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.2680842547200105,career_paths,negative,1,6,2,4,2
cp_2364,High School,Engineering,88,45,37,52,75,sim_economist,Finance,Expert,19.8,Finance & Banking,0,0.2319722373950116,career_paths,negative,1,6,3,2,3
cp_2365,Master's,Commerce,47,55,78,83,66,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.6579999999999999,career_paths,positive,2,2,2,3,2
cp_2365,Master's,Commerce,47,55,78,83,66,sim_business_analyst,Business,Upper-Intermediate,11.1,Business & Management,0,0.3841559396674581,career_paths,negative,2,2,0,4,0
cp_2365,Master's,Commerce,47,55,78,83,66,sim_full_stack_developer,STEM,Lower-Intermediate,5.6,Technology,0,0.3671952532425511,career_paths,negative,2,2,7,3,7
cp_2366,PhD,Commerce,46,63,88,87,54,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.766,career_paths,positive,3,2,2,3,2
cp_2366,PhD,Commerce,46,63,88,87,54,"sim_para_medical_(physiotherapy,_occupational_theropy,_audio_and_speech_language_theropy,_nursing)",Health,Expert,19.1,Healthcare,0,0.2978533817033492,career_paths,negative,3,2,4,2,5
cp_2366,PhD,Commerce,46,63,88,87,54,sim_digital_marketer,Other,Beginner,4.3,General,0,0.37654372184695817,career_paths,negative,3,2,6,1,4
cp_2367,Master's,Business,53,67,70,89,53,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,0,0.44799999999999995,career_paths,positive,2,1,2,3,2
cp_2367,Master's,Business,53,67,70,89,53,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.2694345384799218,career_paths,negative,2,1,7,2,7
cp_2367,Master's,Business,53,67,70,89,53,sim_deep_learning_engineer,STEM,Lower-Intermediate,6.2,Technology,0,0.3480811455145801,career_paths,negative,2,1,7,3,7
cp_2368,High School,Arts,53,64,74,75,63,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.737,career_paths,positive,1,0,0,2,0
cp_2368,High School,Arts,53,64,74,75,63,sim_backend_developer,STEM,Beginner,4.2,Technology,0,0.2228380492555559,career_paths,negative,1,0,7,1,7
cp_2368,High School,Arts,53,64,74,75,63,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.1260232574043843,career_paths,negative,1,0,2,4,2
cp_2369,Master's,Engineering,86,44,55,52,63,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.616,career_paths,positive,2,6,3,1,3
cp_2369,Master's,Engineering,86,44,55,52,63,sim_data_scientist,STEM,Upper-Intermediate,9.9,Technology,0,0.39824457685873293,career_paths,negative,2,6,7,4,7
cp_2369,Master's,Engineering,86,44,55,52,63,sim_cybersecurity_analyst,STEM,Lower-Intermediate,5.2,Technology,0,0.14968945624797175,career_paths,negative,2,6,7,3,7
cp_2370,PhD,Computer Science,40,49,54,46,43,sim_data_entry_operator,Other,Beginner,3.1,General,1,0.644,career_paths,positive,3,3,6,1,4
cp_2370,PhD,Computer Science,40,49,54,46,43,sim_mobile_developer,STEM,Expert,16.9,Technology,0,0.1754530117776968,career_paths,negative,3,3,7,2,7
cp_2370,PhD,Computer Science,40,49,54,46,43,sim_primary_teacher,Education,Upper-Intermediate,11.3,Education,0,0.14893101682745186,career_paths,negative,3,3,2,4,2
cp_2371,Master's,Computer Science,83,45,43,42,76,sim_research_scientist,STEM,Lower-Intermediate,6.6,Technology,1,0.5680000000000001,career_paths,positive,2,3,7,3,7
cp_2371,Master's,Computer Science,83,45,43,42,76,sim_graphic_designer,Design,Upper-Intermediate,9.6,Creative & Design,0,0.20124385539362355,career_paths,negative,2,3,1,4,1
cp_2371,Master's,Computer Science,83,45,43,42,76,sim_physical_therapist,Health,Expert,16.7,Healthcare,0,0.18678404011790165,career_paths,negative,2,3,4,2,5
cp_2372,PhD,Engineering,65,68,87,77,68,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.504,career_paths,positive,3,6,2,3,2
cp_2372,PhD,Engineering,65,68,87,77,68,sim_digital_marketer,Other,Beginner,4.3,General,0,0.2803306745647705,career_paths,negative,3,6,6,1,4
cp_2372,PhD,Engineering,65,68,87,77,68,sim_research_analyst,STEM,Advanced,14.2,Technology,0,0.3989380043257854,career_paths,negative,3,6,7,0,7
cp_2373,Master's,Science,47,66,74,84,58,sim_school_counselor,Education,Lower-Intermediate,6.9,Education,1,0.63,career_paths,positive,2,12,2,3,2
cp_2373,Master's,Science,47,66,74,84,58,sim_artist,Design,Advanced,14.9,Creative & Design,0,0.11575271664567055,career_paths,negative,2,12,1,0,1
cp_2373,Master's,Science,47,66,74,84,58,sim_marketing_manager,Business,Advanced,12.3,Business & Management,0,0.33353293398799666,career_paths,negative,2,12,0,0,0
cp_2374,High School,Business,40,52,42,58,50,sim_sales_assistant,Other,Beginner,4.1,General,1,0.588,career_paths,positive,1,1,6,1,4
cp_2374,High School,Business,40,52,42,58,50,sim_chartered_accountant,Finance,Beginner,4.8,Finance & Banking,0,0.13839757732194596,career_paths,negative,1,1,3,1,3
cp_2374,High School,Business,40,52,42,58,50,"sim_middle,_higher_school_teacher_and_professors",Education,Lower-Intermediate,5.0,Education,0,0.1059505073896647,career_paths,negative,1,1,2,3,2
cp_2375,High School,Finance,65,50,88,72,58,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.5579999999999999,career_paths,positive,1,7,0,2,0
cp_2375,High School,Finance,65,50,88,72,58,sim_psychologist,Health,Upper-Intermediate,8.7,Healthcare,0,0.29157304603470846,career_paths,negative,1,7,4,4,5
cp_2375,High School,Finance,65,50,88,72,58,sim_devops_engineer,STEM,Lower-Intermediate,6.9,Technology,0,0.36199456866081026,career_paths,negative,1,7,7,3,7
cp_2376,High School,Engineering,80,32,52,61,59,sim_clerk,Finance,Beginner,3.7,Finance & Banking,1,0.518,career_paths,positive,1,6,3,1,3
cp_2376,High School,Engineering,80,32,52,61,59,sim_ai_researcher,STEM,Advanced,15.0,Technology,0,0.1528895519945186,career_paths,negative,1,6,7,0,7
cp_2376,High School,Engineering,80,32,52,61,59,sim_full_stack_developer,STEM,Lower-Intermediate,5.6,Technology,0,0.20248413539258422,career_paths,negative,1,6,7,3,7
cp_2377,High School,Psychology,77,28,40,62,53,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,1,0.609,career_paths,positive,1,11,3,0,3
cp_2377,High School,Psychology,77,28,40,62,53,sim_lawyer,Legal,Expert,16.6,Legal Services,0,0.15062506126692315,career_paths,negative,1,11,5,2,6
cp_2377,High School,Psychology,77,28,40,62,53,sim_cybersecurity_specialist,Other,Advanced,12.3,General,0,0.37195227079087523,career_paths,negative,1,11,6,0,4
cp_2378,High School,Arts,50,58,50,51,50,sim_sales_assistant,Other,Beginner,4.1,General,0,0.48999999999999994,career_paths,positive,1,0,6,1,4
cp_2378,High School,Arts,50,58,50,51,50,sim_financial_analyst,Finance,Advanced,13.7,Finance & Banking,0,0.18110812972543677,career_paths,negative,1,0,3,0,3
cp_2378,High School,Arts,50,58,50,51,50,"sim_middle,_higher_school_teacher_and_professors",Education,Lower-Intermediate,5.0,Education,0,0.23341386742183076,career_paths,negative,1,0,2,3,2
cp_2379,Master's,Science,45,51,48,49,42,sim_data_entry_operator,Other,Beginner,3.1,General,1,0.604,career_paths,positive,2,12,6,1,4
cp_2379,Master's,Science,45,51,48,49,42,sim_automation_engineer,STEM,Advanced,12.9,Technology,0,0.36842238288492357,career_paths,negative,2,12,7,0,7
cp_2379,Master's,Science,45,51,48,49,42,sim_junior_accountant,Finance,Advanced,13.7,Finance & Banking,0,0.2658607611288015,career_paths,negative,2,12,3,0,3
cp_2380,High School,Finance,52,64,87,85,42,sim_marketing_executive,Business,Expert,18.4,Business & Management,1,0.7849999999999999,career_paths,positive,1,7,0,2,0
cp_2380,High School,Finance,52,64,87,85,42,sim_biostatistician,Other,Beginner,3.7,General,0,0.37985494023061184,career_paths,negative,1,7,6,1,4
cp_2380,High School,Finance,52,64,87,85,42,sim_graphic_designer,Design,Upper-Intermediate,9.6,Creative & Design,0,0.3779351243941118,career_paths,negative,1,7,1,4,1
